企業名,法人番号,従業員数,業種,都道府県
ピーエス・コンストラクション株式会社,1010001008742,1325,1．プレストレスト・コンクリート工事の請負ならびに企画、設計、施工監理 2．土木一式工事、建築一式工事の請負ならびに企画,東京都港区東新橋１丁目９番１号
株式会社ミクニ,1010001008791,1627,電子制御燃料噴射関連機器の製造・販売 気化器類、ポンプ類その他自動車部品の製造・販売 ガス制御機器の製造・販売 航空宇宙,東京都千代田区外神田６丁目１３番１１号
東光電気工事株式会社,1010001024087,1323,・内線事業：建築電気設備、消防施設設備、情報通信設備の設計施工 ・外線事業：送電線、電車線、発・変電所、通信線、道路照明,東京都千代田区西神田１丁目４番５号
日清オイリオグループ株式会社,1010001034887,1577,油脂事業、加工食品・素材事業、ファインケミカル事業　等,東京都中央区新川１丁目２３番１号
日本パーカライジング株式会社,1010001034994,1022,あらゆる素材を錆や腐食から守る「表面処理薬剤」の製造・販売。 金属の耐摩耗性を向上させる熱処理加工・防錆処理加工。 表面,東京都中央区日本橋２丁目１６番８号
名工建設株式会社,1180001027354,1145,総合建設業,愛知県名古屋市中村区名駅１丁目１番４号ＪＲセントラルタワーズ３４階
イケア・ジャパン株式会社,1040001021866,3600,ホームファニッシング商品の販売,千葉県船橋市浜町２丁目３番３０号５階
株式会社ベルックス,2430001014425,1779,総合ビルメンテナンス業,北海道札幌市中央区北五条西１２丁目２番地
ＪＣＯＭ株式会社,1010001132055,15672,・ケーブルテレビ局の統括運営を通じた有線テレビジョン放送事業及び電気通信事業 ・ケーブルテレビ局及びデジタル衛星放送向け,東京都千代田区丸の内１丁目８番１号
株式会社トライトエンジニアリング,1120001131178,2166,,大阪府大阪市北区曾根崎２丁目１２番７号
愛三工業株式会社,1180001092357,2905,自動車部品の製造・販売,愛知県大府市共和町１丁目１番地の１
ＢＥＭＡＣ株式会社,1500001011226,1224,電気機械器具製造業,愛媛県今治市野間甲１０５番地
株式会社ありがとうサービス,2500001012603,1471,◆ブックオフやハードオフ等のリユース事業 ◆ショコラトリーツムギやモスバーガー等のフードサービス事業 ◆温浴・宿泊施設の,愛媛県今治市八町西３丁目６番３０号
株式会社リブドゥコーポレーション,2500001014723,1039,大人用紙おむつ、メディカルディスポーザブル用品の製造、販売,愛媛県四国中央市金田町半田乙４５番地の２
株式会社資生堂,1010001034813,5159,化粧品、業務用化粧品、石鹸、シャンプー、リンス、医薬品などの製造販売、輸出入,東京都中央区銀座７丁目５番５号
興和株式会社,1180001035811,3986,【商社部門】 繊維、機械、建材、船舶、鉱物資源、化成品原料、生活関連物資などの輸出入、三国間貿易および国内販売 【メーカ,愛知県名古屋市中区錦３丁目６番２９号
株式会社ピックルスコーポレーション,2030001024893,1167,浅漬け漬物、キムチ、惣菜製造,埼玉県所沢市東住吉７番８号
ＫＯＡ株式会社,1100001020696,1788,各種電子部品の開発・製造・販売,長野県伊那市荒井３６７２番地
アビームシステムズ株式会社,1180001010995,1156,◇情報系システム及びインフラのコンサルテーション、企画・開発・保守・運用 ◇技術系システム（ハード・メカ設計支援（CAD,愛知県名古屋市西区牛島町６番１号
株式会社セブン＆アイ・ホールディングス,1010001095203,1017,コンビニエンスストア・総合スーパー・百貨店・食品スーパー・フードサービス・金融サービス・ＩＴ／サービス各事業を中心とした,東京都千代田区二番町８番地８
マックスバリュ北海道株式会社（閉鎖）,1430001020267,1110,,北海道札幌市中央区北八条西２１丁目１番１０号
鹿島道路株式会社,1010001001805,2035,道路・滑走路等の舗装工事、土木工事・建築工事・建設資材製造販売、開発事業、環境事業、海外事業　他,東京都文京区後楽１丁目７番２７号
大鵬薬品工業株式会社,1010001021927,2399,医薬品、医薬部外品、医療機器などの製造及び販売輸出入,東京都千代田区神田錦町１丁目２７番地
ビューテック株式会社,1140001050005,3200,・自動車用・産業用強化ガラス、自動車用硝子の組付加工 ・ドアトリム、コンソールボックス等　自動車用内装部品の製造及び納入,愛知県豊田市梅坪町９丁目３０番地３
株式会社デイリートランスポート,1040001018103,1068,運送業,千葉県船橋市習志野４丁目１２番６０号
株式会社ＭＢＭ,1040001029991,2112,ビルメンテナンス,千葉県浦安市美浜１丁目９番２号
株式会社コープムービング,1140001001478,1097,拠点物流事業、宅配事業、福祉事業、印刷事業、リサイクル事業,兵庫県神戸市東灘区住吉本町１丁目３番１９号
株式会社京都勝牛,1130001046227,2265,,京都府京都市下京区中堂寺坊城町２８－５革命ビル
株式会社やまやコミュニケーションズ,1290001017815,1553,食品製造業、外食事業,福岡県糟屋郡篠栗町彩り台１番１号
株式会社静鉄ストア,1080001002004,2353,食品スーパーマーケット,静岡県静岡市葵区末広町９５番地
株式会社遠鉄ストア,1080401000838,2999,生鮮食品を中心に扱うスーパーマーケット,静岡県浜松市中央区佐鳴台４丁目１６番１０号
株式会社万惣,1240001010923,1676,食品小売チェーン,広島県広島市佐伯区石内上１丁目８番１号
株式会社マルイ,1110001025075,1125,食品スーパーマーケット,新潟県見附市今町３丁目１１番６８号
株式会社三宝,2110001000052,1073,飲食業,新潟県新潟市西区鳥原１８３０番地１
リスパック株式会社,2200001005819,1101,食品包装容器（プラスチック）の製造販売,岐阜県岐阜市神田町９丁目２７番地
株式会社日商,1190001003602,1431,一般貨物輸送事業、一般労働者派遣事業、有料職業紹介事業 、自動車分解整備事業、指定自動車整備事業、倉庫業、 工場内外作業,三重県亀山市布気町５５０番地４
株式会社CHOOSE,,,,
株式会社マイトラシス,,,情報通信,東京都
一般社団法人社会基盤情報流通推進協議会,,,財団法人・社団法人・宗教法人,東京都
バンドー化学株式会社,,,製造業,：兵庫県
Hyundai Mobility Japan 株式会社,,,製造業,神奈川県
株式会社イーカムグループ,,,商業（卸売業、小売業）,地福岡県
株式会社 東急パワーサプライ,,,,
株式会社KMS,,,,東京都
Surfshark B.V.,,,サービス業,
株式会社ジェイック,,,,東京都
深圳市道格创想电子商务有限公司,,,製造業,
プロトスター株式会社,,,サービス業,東京都
ヤンマーホールディングス株式会社,,,水産・農林業,大阪府
株式会社　東京創元社,,,情報通信,北海道
Direava株式会社,,,製造業,東京都
株式会社愛しとーと,,,商業（卸売業、小売業）,：福岡県
株式会社ヘンリー,,,医療・福祉,大阪府
株式会社Linksenpai,,,教育・学習支援業,東京都
株式会社ミショナ,,,情報通信,：福岡県
メディアリンク株式会社,,,,東京都
株式会社丸善ジュンク堂書店,,,商業（卸売業、小売業）,東京都
AI Lab 株式会社,,,,東京都
RISE KANSAI,,,サービス業,大阪府
株式会社扶桑社,,,商業（卸売業、小売業）,東京都
名古屋テレビ放送株式会社,,,情報通信,地愛知県
株式会社mov,,,,東京都
株式会社石川ツエーゲン,,,サービス業,神奈川県
株式会社TORICO,,,商業（卸売業、小売業）,東京都
国境なき医師団(MSF)日本,,,医療・福祉,東京都
株式会社パステルコミュニケーション,,,サービス業,東京都
株式会社　岩崎書店,,,製造業,東京都
株式会社ハックルベリー,,,情報通信,東京都
東京メトロポリタンテレビジョン株式会社,,,情報通信,東京都
株式会社ベター・プレイス,,,,東京都
有限会社ライラクス,,,製造業,大阪府
株式会社YOCABITO,,,商業（卸売業、小売業）,：岐阜県
公益社団法人日本観光振興協会,,,財団法人・社団法人・宗教法人,東京都
東洋建設株式会社,,,建設業,東京都
株式会社メディアオーパスプラス,,,情報通信,：兵庫県
株式会社モンテール,,,製造業,：埼玉県
株式会社エムフロ,,,情報通信,東京都
株式会社FOOLS,,,商業（卸売業、小売業）,東京都
アイパークインスティチュート株式会社,,,サービス業,神奈川県
